,dates,Blue,Green,Red,NIR,SWIR1,SWIR2,Thermal,qa
71,729618,180,316,278,1606,951,443,2923,0
72,729634,151,317,249,1491,925,372,2921,0
73,729666,193,350,301,1684,951,418,2903,0
74,729746,1167,1269,1230,1773,1338,1180,2820,4
75,729762,2495,2756,2750,3737,3450,2861,2815,4
76,729794,189,297,323,1615,1017,488,2879,0
77,729810,157,348,296,1542,894,415,2874,0
78,729842,2267,2509,2488,3093,3060,2691,2825,4
79,729858,269,377,295,2527,1185,495,2952,0
80,729890,180,348,340,1499,1055,525,2935,0
81,729906,1897,1924,2002,2917,2742,2167,2792,4
82,729922,3386,3398,3612,4535,4151,3444,2809,4
83,729938,259,390,376,1576,938,471,2915,0
84,729946,210,422,348,2012,1288,680,2948,0
85,729954,215,420,390,1612,1036,505,2942,0
86,729970,185,354,307,1556,897,440,2917,0
87,730002,16022,4198,4081,4851,3737,2848,2747,4
88,730018,16022,16022,16022,16022,16022,4438,2779,4
89,730050,853,1047,995,2587,1892,954,2919,2
90,730082,332,472,427,1617,1103,585,2868,2
91,730114,232,305,252,1536,954,352,2867,0
92,730122,133,262,291,1575,999,479,2879,0
93,730170,135,300,257,1771,1101,573,2888,2
94,730234,254,381,380,1501,1001,510,2879,0
95,730242,16022,6094,6194,6763,16022,4530,2744,4
96,730274,297,417,419,1521,1119,602,2897,0
97,730306,631,751,720,1519,1068,721,2746,2
98,730322,229,386,364,1552,993,544,2933,0
99,730338,159,313,333,1556,953,431,2923,0
100,730346,213,325,305,1648,1027,523,2939,0
101,730354,335,457,408,1811,995,440,2932,0
102,730378,229,312,301,1649,979,513,2942,0
103,730386,2869,3063,3032,4153,3464,2825,2856,4
104,730402,190,351,333,1766,999,465,2922,0
105,730442,157,306,252,1600,916,494,2901,0
106,730506,122,268,211,1565,920,439,2892,0
107,730514,215,319,267,1569,924,415,2906,0
108,730530,786,989,1021,2223,1921,1402,2848,2
109,730538,1559,1657,1703,2401,1856,1466,2806,4
110,730602,16022,16022,16022,8158,5175,3510,2765,4
111,730634,200,325,278,1496,952,476,2907,0
112,730650,202,310,311,1568,978,475,2935,0
113,730682,3544,3645,3598,4444,1692,1364,2449,4
114,730714,218,356,335,1621,989,503,2943,0
115,730730,211,288,262,1355,659,323,2933,0
116,730746,173,316,280,1627,964,446,2953,0
117,730762,187,310,255,1597,921,411,2928,0
118,730810,348,468,446,1803,1135,597,2843,0
119,730890,153,284,253,1476,947,440,2886,0
120,730922,154,239,235,1422,886,439,2913,0
121,730970,160,311,262,1498,980,464,2922,0
122,731018,180,281,276,1432,982,454,2942,0
123,731050,241,372,337,1608,953,487,2911,0
124,731066,139,259,228,1422,841,417,2919,0
125,731130,112,94,77,545,262,88,2902,2
126,731162,1985,2272,2416,3825,3372,3037,2870,4
127,731210,146,260,244,1661,867,396,2912,0
128,731258,147,280,230,1552,913,465,2925,0
129,731290,165,315,260,1619,932,465,2907,0
130,731338,174,308,293,1469,940,511,2930,0
131,731434,186,311,261,1496,930,440,2936,0
132,731530,171,245,157,1482,885,411,2910,0
133,731546,120,275,242,1444,896,485,2913,0
134,731610,-2000,-2000,-2000,-2000,-2000,-2000,1490,255
135,731626,-2000,-2000,-2000,-2000,-2000,-2000,1490,255
136,731674,308,290,294,1435,841,395,2884,2
137,731706,16022,3803,16022,4792,4197,3701,2837,4
138,731738,452,541,529,1774,1139,644,2796,0
139,731754,314,441,420,1755,1015,604,2838,0
140,731786,-2000,-2000,-2000,-2000,-2000,-2000,1490,255
141,731802,170,304,254,1493,928,463,2927,0
142,731818,-2000,-2000,-2000,-2000,-2000,-2000,1490,255
143,731850,228,327,289,1692,1023,501,2919,0
144,731866,16022,16022,16022,7044,5046,3803,2817,4
145,731898,193,292,203,1608,874,375,2898,0
146,731914,-2000,-2000,-2000,-2000,-2000,-2000,1490,255
147,731930,135,325,261,1679,944,485,2913,0
148,731962,153,250,258,1548,817,383,2868,0
149,731994,189,290,259,1538,885,368,2895,0
150,732026,291,339,276,1674,938,453,2941,0
151,732042,318,375,394,775,836,701,2898,0
152,732090,16022,16022,16022,7061,4717,3051,2774,4
153,732138,-2000,-2000,-2000,-2000,-2000,-2000,1490,255
154,732154,180,255,323,800,1325,1109,3033,0
155,732170,-2000,-2000,-2000,-2000,-2000,-2000,1490,255
156,732202,185,240,343,885,1251,867,2978,0
157,732250,235,298,361,1115,1341,970,2979,0
158,732266,1366,1455,1569,1920,1827,1569,2838,4
159,732282,63,75,68,181,233,166,2904,2
160,732298,-2000,-2000,-2000,-2000,-2000,-2000,1490,255
161,732314,230,332,351,1251,1414,976,2935,0
162,732378,310,381,405,1306,1481,951,2954,0
163,732394,343,456,481,1336,1615,1142,2983,0
164,732410,2506,2562,2655,3426,3079,2472,2858,4
165,732426,297,450,475,1369,1550,989,2940,0
166,732442,16022,16022,16022,16022,4697,3242,2697,4
167,732538,247,374,401,1526,1524,1042,2987,0
168,732570,261,401,425,1582,1475,820,2957,0
169,732586,16022,16022,16022,7718,5629,3909,2795,4
170,732618,-2000,-2000,-2000,-2000,-2000,-2000,1490,255
171,732634,16022,16022,16022,7728,6025,4630,2741,4
172,732650,136,96,84,367,328,173,2900,2
173,732698,246,405,398,1537,1535,910,2913,0
174,732714,289,424,441,1584,1650,981,2940,0
175,732730,16022,16022,16022,6906,4702,3461,2768,4
176,732746,16022,16022,16022,16022,5759,3973,2702,4
177,732778,358,506,590,1610,1702,1027,2930,0
178,732794,1429,1580,1620,2545,2568,1916,2852,4
179,732890,301,393,418,1553,1541,965,2949,0
180,732922,-2000,-2000,-2000,-2000,-2000,-2000,1490,255
181,732930,286,443,437,1778,1743,1031,2972,0
182,732938,440,616,624,2246,2107,1170,2962,0
183,732946,16022,5761,5696,6464,5797,5088,2240,4
184,732970,833,916,898,1965,1723,1097,2890,2
185,732986,358,493,571,1479,1431,918,2914,0
186,733002,295,419,453,1745,1749,1054,2931,0
187,733018,336,466,483,1668,1719,974,2908,0
188,733034,419,522,679,2032,2054,1325,2903,2
189,733050,-2000,-2000,-2000,-2000,-2000,-2000,1490,255
190,733066,340,477,529,1585,1804,1195,2927,0
191,733082,16022,16022,16022,5805,4803,4175,2769,4
192,733098,332,452,539,1536,1844,1156,2980,0
193,733114,366,486,552,1554,1945,1204,2980,0
194,733146,365,484,580,1546,1940,1297,2994,0
195,733178,389,546,610,1609,1974,1251,2967,0
196,733258,337,485,537,1750,1776,1070,2969,0
197,733274,329,482,533,1816,1923,1180,2999,0
198,733290,414,520,485,1292,1160,753,2947,2
199,733306,361,503,542,1995,2009,1177,2978,0
200,733338,-2000,-2000,-2000,-2000,-2000,-2000,1490,255
201,733370,1230,1337,1257,2589,1905,1179,2791,4
202,733402,341,425,485,1982,1771,1073,2897,0
203,733418,284,468,474,1869,1821,984,2929,0
204,733434,422,631,653,2404,2334,1399,2928,0
205,733450,275,445,458,1734,1703,994,2912,0
206,733466,397,596,686,2088,2113,1220,2940,0
207,733514,-2000,-2000,-2000,-2000,-2000,-2000,1490,255
208,733530,-2000,-2000,-2000,-2000,-2000,-2000,1490,255
209,733546,434,480,536,1353,1409,914,2945,2
210,733578,1185,1230,1351,2513,2756,2076,2925,4
211,733594,335,318,327,1004,794,395,2939,2
212,733626,305,496,479,1887,1789,1064,2985,0
213,733642,332,517,500,1996,1768,1040,2938,0
214,733658,321,487,471,2026,1742,1010,2970,0
215,733674,783,827,843,1891,1230,843,2755,0
216,733690,699,783,778,2472,1939,1222,2869,0
217,733706,321,461,477,2175,1855,1051,2974,0
218,733722,-2000,-2000,-2000,-2000,-2000,-2000,1490,255
219,733738,327,506,547,2466,2099,1279,2967,0
220,733754,16022,16022,16022,16022,7175,4859,2818,4
221,733770,-2000,-2000,-2000,-2000,-2000,-2000,1490,255
222,733786,302,436,434,1999,1754,1003,2939,0
223,733794,317,489,477,1861,1811,1009,2953,0
224,733802,300,412,482,1981,1867,1078,2964,0
225,733818,16022,16022,16022,6823,5211,4233,2674,4
226,733826,375,531,575,1725,1826,1105,2953,0
227,733834,-2000,-2000,-2000,-2000,-2000,-2000,1490,255
228,733850,16022,16022,16022,16022,16022,4882,2432,4
229,733866,323,438,537,1732,2041,1258,3015,0
230,733898,308,449,503,1706,2000,1241,2993,0
231,733962,359,467,535,1700,1806,1061,2967,0
232,733978,284,453,459,1765,1823,1124,2989,0
233,733994,326,471,482,1924,1790,1042,2992,0
234,734010,340,485,505,1957,1875,1155,2977,0
235,734026,317,489,524,2045,1953,1118,3003,0
236,734042,2106,2091,2108,3255,2009,1588,2470,4
237,734058,1060,1214,1199,2873,2419,1707,2935,4
238,734074,302,446,442,1929,1731,1024,2943,0
239,734090,-2000,-2000,-2000,-2000,-2000,-2000,1490,255
240,734106,319,452,520,2030,1917,1184,2969,0
241,734138,355,432,552,1848,1947,1198,2932,0
242,734146,2845,3029,2936,4272,3698,2710,2587,4
243,734154,371,435,483,1760,1964,1183,2947,0
244,734170,341,460,528,1751,1922,1201,2959,0
245,734178,335,489,544,1659,2032,1182,2966,0
246,734186,16022,16022,16022,8254,3611,1692,2736,4
247,734194,375,557,594,1688,2046,1208,2972,0
248,734202,306,422,508,1618,1719,1052,2925,0
249,734218,386,479,590,1641,2101,1273,2958,0
250,734242,16022,16022,16022,16022,16022,4195,2712,4
251,734250,388,521,616,1690,2096,1381,2974,0
252,734266,-2000,-2000,-2000,-2000,-2000,-2000,1490,255
253,734314,344,465,564,1792,1945,1120,2966,0
254,734330,400,543,546,1942,2027,1243,3003,0
255,734346,1559,1691,1740,2806,2501,2027,2861,4
256,734362,390,605,619,1964,1658,1044,2887,0
257,734378,353,530,544,1885,1761,1064,2957,0
258,734394,372,550,512,1948,1871,1103,2992,0
259,734410,16022,16022,16022,16022,16022,4563,2695,4
260,734426,377,531,488,2117,1966,1128,2966,0
261,734442,353,533,542,2179,1862,1074,2981,0
262,734458,1878,1941,1921,2642,2008,1471,2828,4
263,734474,724,842,867,2655,2167,1425,2888,0
264,734522,-2000,-2000,-2000,-2000,-2000,-2000,1490,255
265,734538,363,521,546,1931,1833,1062,2942,0
266,734554,369,496,525,1867,1857,1084,2976,0
267,734570,16022,16022,16022,7054,4220,2610,2774,4
268,734586,767,738,776,1275,729,416,2842,2
269,734602,16022,16022,16022,16022,4559,3005,2642,4
270,734634,2694,2806,2899,3865,3165,2418,2843,4
271,734666,393,539,534,1887,1973,1203,2997,0
272,734682,399,561,570,1876,1821,1080,2997,0
273,734698,-2000,-2000,-2000,-2000,-2000,-2000,1490,255
274,734714,382,563,524,1976,1816,1076,2983,0
275,734730,335,564,525,2011,1770,1053,2976,0
276,734746,328,512,526,2064,1892,1132,2973,0
277,734762,910,1041,1085,2354,2008,1381,2938,2
278,734778,951,1124,1070,2399,1908,1358,2897,4
279,734794,-2000,-2000,-2000,-2000,-2000,-2000,1490,255
280,734810,16022,4689,16022,5487,3742,2271,2820,4
281,734842,-2000,-2000,-2000,-2000,-2000,-2000,1490,255
282,734858,472,677,651,2318,2054,1351,2932,0
283,734874,350,519,523,2055,1758,985,2943,0
284,734906,351,488,595,1926,1924,1090,2940,0
285,734922,325,526,552,1840,1926,1196,2989,0
286,734938,426,513,593,1806,1911,1195,2978,0
287,734954,1006,1100,1215,1955,1706,1247,2899,4
288,734970,373,513,576,1742,1943,1263,2988,0
289,734986,16022,3842,16022,4837,4153,3245,2821,4
290,735002,16022,16022,16022,16022,16022,4866,2796,4
291,735010,4588,4585,4623,5224,3754,2833,2743,4
292,735026,105,304,308,1141,1112,644,2977,2
293,735042,174,419,463,1742,1850,1124,3004,0
294,735050,-2000,-2000,-2000,-2000,-2000,-2000,1490,255
295,735058,223,437,466,1785,1569,939,2947,0
296,735066,-2000,-2000,-2000,-2000,-2000,-2000,1490,255
297,735074,224,472,493,1898,1703,1067,2997,0
298,735082,-2000,-2000,-2000,-2000,-2000,-2000,1490,255
299,735090,8223,7857,8029,8065,3765,2304,2807,4
300,735098,1878,2049,2061,3322,2944,2538,2866,4
301,735106,195,440,439,1928,1736,999,3004,0
302,735114,16022,4036,16022,4846,3939,2748,2835,4
303,735130,2143,2225,2173,3359,2121,1568,2428,4
304,735138,212,555,553,2076,1521,934,2877,0
305,735146,-2000,-2000,-2000,-2000,-2000,-2000,1490,255
306,735154,208,475,451,2190,1726,999,2933,0
307,735162,16022,16022,16022,5727,5065,4554,2826,4
308,735170,147,481,489,1594,1011,677,2882,0
309,735178,16022,4457,4498,4663,2914,1832,2798,4
310,735186,144,377,372,1990,1749,999,2972,0
311,735202,177,424,418,2069,1741,1022,2955,0
312,735218,27,204,194,1121,818,440,2946,0
313,735234,147,392,409,1933,1570,914,2920,0
314,735250,136,396,441,1919,1639,987,2934,0
315,735266,204,483,493,2192,1661,969,2882,0
316,735282,209,386,426,1735,1691,1001,2959,0
317,735298,49,1247,1343,3109,2955,2576,2903,4
318,735314,251,460,498,1761,1753,1045,2975,0
319,735330,187,432,480,1799,1855,1145,2980,0
320,735346,236,465,471,2114,1950,1106,2975,0
321,735362,273,680,684,2053,1770,1131,2907,2
322,735378,328,626,671,2181,2121,1256,2950,0
323,735394,222,436,453,1761,1644,989,2957,0
324,735410,249,573,594,1970,1738,1075,2963,0
325,735442,2256,2567,2682,3748,3907,2917,2897,4
326,735450,362,540,537,1924,1868,1044,2987,0
327,735458,205,466,462,1911,1538,904,2968,0
328,735466,322,534,516,1963,1761,1046,2968,0
329,735474,3214,3363,3414,4568,3636,2990,2789,4
330,735490,4180,4444,4486,4757,3895,2947,2829,4
331,735506,118,398,397,1940,1762,1050,2988,0
332,735522,165,428,416,2020,1744,1049,2990,0
333,735538,139,405,406,1994,1601,958,2972,0
334,735554,80,344,340,1842,1630,957,2945,0
335,735570,7129,6705,6584,6877,1655,1893,2394,4
336,735586,127,379,385,1902,1606,950,2928,0
337,735602,91,312,320,1740,1535,893,2902,0
338,735618,252,656,680,2107,1553,1013,2811,0
339,735634,2789,3457,3681,4883,4410,4229,2850,4
340,735650,7488,7351,7361,7467,4837,3132,2792,4
341,735666,6095,5812,5937,6424,4925,3636,2805,4
342,735682,5256,5377,5485,5827,5610,5080,2801,4
343,735698,197,420,437,1643,1470,938,2938,0
344,735714,5544,5601,5852,6545,6439,5669,2849,4
345,735730,421,661,711,2255,2016,1271,2860,0
346,735746,9408,8936,8979,8820,4933,3401,2736,4
347,735762,201,423,427,1786,1477,843,2965,0
348,735778,202,493,499,1812,1637,1011,2976,0
349,735794,3746,3749,3658,4310,1445,1554,2385,4
350,735810,247,556,562,2314,1946,1175,2969,0
351,735826,-117,504,503,1815,1390,943,2886,4
352,735842,220,507,497,2008,1611,981,2936,0
353,735858,6965,6628,6630,6939,3661,2437,2598,4
354,735874,193,445,454,2046,1624,957,2966,0
355,735890,9795,9715,9696,9538,5008,3481,2718,4
356,735906,169,440,415,1986,1450,843,2908,0
357,735922,149,389,375,1951,1405,819,2933,0
358,735938,113,361,367,1968,1419,842,2943,0
359,735954,107,324,319,1836,1440,794,2911,0
360,735970,137,334,323,1818,1395,775,2921,0
361,735986,193,585,625,2522,1924,1206,2887,2
362,736002,970,2211,2381,3656,3859,3264,2804,4
363,736010,2765,2860,3052,4186,3975,3420,2829,4
364,736018,134,322,349,1747,1464,817,2949,0
365,736026,-2000,-2000,-2000,-2000,-2000,-2000,1490,255
366,736034,141,347,382,1700,1482,867,2950,0
367,736050,171,372,389,1756,1582,936,2976,0
368,736066,6104,5811,5953,6285,4531,3464,2827,4
369,736082,7620,7314,7378,7359,4206,3031,2748,4
370,736098,271,503,478,2131,1856,1046,2995,4
371,736114,227,714,708,2170,1485,940,2857,2
372,736130,164,423,426,1847,1620,962,2992,0
373,736146,4349,4421,4287,4874,2126,2308,2143,4
374,736162,145,348,369,1838,1424,765,2963,0
375,736178,116,387,373,1880,1371,761,2944,0
376,736194,125,383,382,1943,1488,823,2989,0
377,736210,382,653,653,2279,1840,1111,2966,0
378,736226,38,393,393,2322,1733,992,2930,4
379,736242,8123,7603,7456,7434,2890,2958,2145,4
380,736258,8734,8250,8250,8427,6538,5645,2660,4
381,736274,7975,7760,7953,8345,6028,4295,2791,4
382,736290,3987,3843,3762,4628,2110,2109,2202,4
383,736306,66,296,276,1940,1420,770,2940,0
384,736322,1752,2494,2535,3349,2596,2130,2809,4
385,736338,5249,4810,4844,5888,3768,2878,2736,4
386,736354,118,339,322,1909,1491,815,2926,0
387,736370,112,365,379,1900,1441,819,2929,0
388,736386,122,331,361,1832,1369,770,2954,0
389,736402,152,325,350,1817,1275,662,2943,0
390,736418,8833,8625,8810,8985,7376,5913,2800,4
391,736434,137,361,365,1820,1584,896,2952,0
392,736450,8658,8047,8135,7952,1880,1551,2631,4
393,736466,5666,5434,5355,5666,2224,2275,2346,4
394,736482,147,356,367,1912,1431,796,2973,0
395,736498,178,426,413,2024,1388,730,2930,0
396,736514,146,416,370,2128,1264,656,2938,0
397,736530,142,432,391,2143,1396,761,2958,0
398,736546,7546,7347,7308,7506,5746,4920,2441,4
399,736562,1626,2232,2285,4207,3166,2800,2702,4
400,736578,111,359,312,2220,1496,748,2993,0
401,736594,-148,630,357,2620,1445,1141,2497,4
402,736610,140,407,345,2420,1317,621,2943,0
403,736626,84,429,419,2429,1320,745,2912,4
404,736642,7346,6908,6811,6848,3455,2616,2308,4
405,736658,147,416,403,2024,1094,615,2884,0
406,736674,16,304,277,2153,1287,657,2941,0
407,736690,48,274,242,1994,1198,581,2904,0
408,736706,4880,5044,5150,6004,4562,3399,2840,4
409,736722,3689,3708,3670,4199,1730,1112,2805,4
410,736738,70,281,242,1923,1023,469,2856,0
411,736754,42,277,281,1866,1218,630,2924,0
412,736770,-54,613,870,2364,2386,1889,2868,4
413,736786,7045,6655,6784,6962,5394,4746,2777,4
414,736802,128,376,374,2007,1377,755,2937,0
415,736818,9386,8827,8833,8750,2317,2138,2560,4
416,736834,892,1472,1429,2625,2174,1691,2833,4
417,736850,95,343,352,1857,1339,715,2957,0
418,736866,2581,2950,2915,3842,2497,2037,2639,4
419,736882,108,368,331,1914,1208,611,2944,0
420,736898,90,386,315,2189,1223,589,2929,0
421,736914,127,421,381,2082,1219,631,2949,0
422,736930,60,322,294,2076,1249,636,2960,0
423,736946,8223,7956,8052,8185,4256,2834,2658,4
424,736962,54,327,277,2074,1331,673,2950,0
425,736978,45,303,258,2033,1123,532,2938,0
426,736994,51,300,244,1948,1285,644,2953,0
427,737010,131,374,321,2415,1350,628,2903,0
428,737026,7235,6908,7408,7909,6515,5637,2807,4
429,737042,34,290,249,2013,1211,602,2918,0
430,737058,4,266,231,1926,1095,562,2903,0
431,737074,-11,237,205,1860,1102,544,2901,0
432,737090,-13,226,205,1805,1124,562,2927,0
433,737106,1499,2181,2086,2668,2025,1472,2813,4
434,737122,13,248,236,1738,1122,561,2935,0
435,737138,137,367,341,1931,1295,695,2957,0
436,737154,47,260,254,1440,945,519,2925,0
437,737170,97,310,312,1741,1294,666,2973,0
438,737186,129,377,363,1815,1399,767,2957,0
439,737202,7128,7131,7115,7009,3895,2723,2625,4
440,737218,300,786,773,2135,1615,1034,2856,0
441,737234,95,363,353,1926,1314,712,2964,0
442,737250,154,435,409,1938,1220,654,2935,0
443,737266,7,272,232,1873,1193,601,2975,0
444,737282,23,283,237,1951,1098,551,2942,0
445,737298,60,322,281,1984,1126,566,2954,0
446,737314,82,325,278,2095,1188,582,2955,0
447,737330,8950,8442,8539,8621,4969,3155,2773,4
448,737346,46,272,220,1942,1114,528,2964,0
449,737362,23,318,263,2219,1266,644,2912,4
450,737378,-8,250,207,1976,1053,512,2935,0
451,737394,-17,230,187,1894,1067,495,2928,0
452,737410,5411,5442,5536,6317,4785,3738,2741,4
453,737426,-3,226,197,1878,1052,510,2926,0
454,737442,74,245,184,1752,841,371,2874,0
455,737458,2747,2592,2314,2464,1270,801,2805,4
456,737474,36,229,195,1733,1045,500,2924,0
457,737490,101,303,231,1763,1130,552,2941,0
458,737506,3,260,214,1754,1152,582,2936,0
459,737522,6930,6591,6641,6737,4614,3875,2802,4
460,737538,61,299,281,1807,1137,584,2977,0
461,737554,133,357,331,1793,1142,570,2956,0
462,737570,132,390,363,1809,1194,660,2909,0
463,737586,111,342,296,1911,1298,641,2968,0
464,737602,87,293,258,1589,916,472,2942,0
465,737618,41,287,246,1738,1122,559,2953,0
466,737634,66,302,257,1818,1117,563,2966,0
467,737650,129,418,342,2257,1299,663,2961,0
468,737666,95,332,286,1950,1216,594,2986,0
469,737682,2896,2995,2956,4101,1965,1895,2084,4
470,737698,152,500,454,2335,1488,846,2928,0
471,737714,251,317,345,1058,622,391,2937,0
472,737746,-27,211,170,1752,1024,473,2928,0
473,737762,161,585,547,2250,1264,766,2790,0
474,737778,77,261,213,1817,889,422,2913,0
475,737794,-37,184,145,1656,975,459,2916,0
476,737810,-23,191,169,1739,869,398,2912,0
477,737826,-17,182,176,1693,982,437,2929,0
478,737842,82,300,252,1882,1076,534,2924,0
479,737858,7011,6609,6412,6335,2953,1831,2661,4
480,737874,1,264,225,1784,1126,545,2935,0
481,737890,-174,653,465,2046,1371,1018,2704,4
482,737906,3043,2872,2984,3673,2886,2559,2846,4
483,737922,82,239,228,1599,917,488,2917,0
484,737938,7528,6873,6855,6651,3822,2623,2699,4
485,737954,100,394,344,1895,1127,563,2951,0
486,737970,105,353,267,2174,1114,515,2937,0
487,737986,0,162,111,1122,482,220,2907,0
488,738002,3497,3537,3524,4388,3430,2596,2838,4
489,738018,5458,5329,5286,5842,3480,2574,2490,4
490,738034,221,917,1085,2781,2372,1897,2713,4
491,738050,13,232,187,1942,930,397,2947,0
492,738066,583,1311,1295,2995,1854,1584,2571,4
493,738082,479,622,661,1680,1010,693,2874,4
494,738098,801,1100,1181,2031,1678,1426,2884,4
495,738107,53,264,182,1888,935,417,2931,0
496,738114,-16,208,171,1856,914,405,2938,0
497,738130,-21,185,134,1755,828,340,2897,0
498,738138,7943,7779,8060,8347,6301,4879,2804,4
499,738146,-46,202,160,1849,884,394,2915,0
500,738154,-28,212,162,1799,905,395,2914,0
501,738162,-51,201,158,1845,916,408,2905,0
502,738170,-68,66,49,708,300,145,2873,2
503,738178,-41,170,139,1730,897,391,2908,0
504,738186,11102,10605,10463,10151,3921,2962,2663,0
505,738194,523,1369,1523,3388,2529,1879,2817,4
506,738202,4422,4412,4338,4656,3498,2614,2783,4
507,738210,31,211,178,1681,809,369,2895,0
508,738218,4731,4951,4984,5422,3420,2214,2798,4
509,738226,-27,181,151,1591,905,398,2921,0
510,738234,91,290,229,1785,1004,469,2939,0
511,738242,7611,7160,7036,7060,5113,3692,2743,4
512,738250,-4,233,200,1737,985,456,2928,0
513,738258,85,284,237,1742,980,463,2941,0
514,738266,8016,7462,7316,7125,3395,2054,2713,4
515,738274,98,283,229,1730,1073,497,2939,0
516,738282,-687,92,98,903,840,584,2863,2
517,738298,54,442,399,2060,1270,709,2902,2
518,738306,205,486,426,2252,1298,682,2924,4
519,738314,89,405,361,1894,1078,537,2928,0
520,738322,3288,3264,3245,4224,2350,2206,1988,4
521,738338,107,323,276,1785,955,476,2921,0
522,738346,1823,2297,2224,3195,2447,1931,2742,4
523,738354,9,245,205,1732,904,434,2948,0
524,738362,22,254,194,1631,865,386,2935,0
525,738370,80,276,229,1816,899,418,2938,0
526,738378,82,307,239,1780,933,427,2940,0
527,738386,1603,1577,1616,3038,2148,1931,2917,4
528,738394,61,263,203,1744,879,388,2932,0
529,738402,44,242,179,1693,973,442,2971,0
530,738410,-464,30,-17,803,457,308,2861,2
531,738418,5990,5647,5567,5944,2750,2071,2339,4
532,738426,8584,8295,8408,8564,5394,3789,2752,4
533,738434,32,229,168,1742,862,367,2943,0
534,738442,10169,9851,10026,10034,6501,4536,2762,4
535,738450,-1,197,154,1691,928,406,2934,0
536,738458,645,1591,1475,3157,2349,1842,2744,4
537,738466,-111,76,54,972,426,193,2896,0
538,738474,41,262,204,1995,1028,459,2916,0
539,738482,-40,173,133,1615,891,383,2922,0
540,738490,-24,194,155,1758,851,384,2890,0
541,738498,-20,186,153,1761,789,361,2912,0
542,738506,-30,195,149,1708,857,377,2898,0
543,738514,-43,162,123,1665,863,379,2906,0
544,738522,1216,1637,1612,2667,2309,1948,2845,4
