,dates,Blue,Green,Red,NIR,SWIR1,SWIR2,Thermal,qa
108,730530,236,357,303,1680,784,268,2902,0
109,730538,241,331,309,1871,1003,443,2922,0
110,730602,3183,3455,3524,4428,4289,3729,2893,4
111,730634,181,381,300,1789,1107,501,2967,0
112,730650,165,373,308,1941,892,408,2982,0
113,730682,3091,3183,3129,4250,1884,1538,2274,4
114,730714,240,377,310,1854,1015,482,2985,0
115,730730,1171,1408,1385,3121,2631,1687,2988,0
116,730746,182,303,257,1903,1036,472,3009,0
117,730762,164,324,273,1810,949,412,2960,0
118,730810,157,333,262,1846,942,424,2907,0
119,730890,192,274,231,1710,845,329,2933,0
120,730922,138,256,244,1744,914,415,2957,0
121,730970,224,352,288,1889,1090,533,2962,0
122,731018,248,382,310,1835,985,502,2975,0
123,731050,239,374,308,1919,1023,465,2943,0
124,731066,204,289,282,1725,910,418,2972,0
125,731130,162,271,190,1935,954,388,2953,0
126,731162,2484,2601,2583,3605,3372,3143,2906,4
127,731210,137,259,184,1772,842,397,2911,0
128,731258,126,262,199,1606,705,300,2917,0
129,731290,178,289,258,1745,935,441,2951,0
130,731338,190,349,303,1790,1028,490,3022,0
131,731434,189,299,271,1798,932,418,2982,0
132,731530,115,175,138,1616,779,355,2925,0
133,731546,-2000,-2000,-2000,-2000,-2000,-2000,1490,255
134,731610,135,238,194,1582,713,287,2916,0
135,731626,193,221,187,1769,856,378,2925,0
136,731674,201,268,198,1240,454,179,2924,2
137,731706,16022,16022,16022,6783,4512,3006,2789,4
138,731738,388,518,492,2083,1209,646,2866,0
139,731754,-2000,-2000,-2000,-2000,-2000,-2000,1490,255
140,731786,182,348,283,1766,888,301,2964,0
141,731802,149,292,232,1759,930,441,2971,0
142,731818,144,257,199,1681,773,300,2960,0
143,731850,229,352,302,1867,982,456,2927,0
144,731866,157,244,201,1866,850,320,2969,0
145,731898,105,223,125,1751,746,293,2907,0
146,731914,125,256,187,1690,737,313,2915,0
147,731930,155,258,249,1725,774,394,2924,0
148,731962,195,277,180,1654,763,324,2886,0
149,731994,139,265,204,1636,813,342,2902,0
150,732026,1038,922,740,1987,968,456,2949,0
151,732042,548,619,695,1348,1206,780,2936,0
152,732090,16022,16022,16022,9061,4742,2819,2772,4
153,732138,231,314,310,1505,1161,635,3001,0
154,732154,197,322,292,1641,1153,580,2979,0
155,732170,1505,1742,1788,3152,2809,2174,2928,4
156,732202,223,351,267,2123,1260,614,2977,0
157,732250,217,318,317,2084,1328,607,2960,0
158,732266,173,312,268,1953,1277,617,2947,0
159,732282,173,310,265,1934,1209,588,2913,0
160,732298,188,287,299,1681,1236,605,2926,0
161,732314,194,327,313,1707,1164,644,2917,0
162,732378,212,331,365,1545,1229,587,2914,0
163,732394,-2000,-2000,-2000,-2000,-2000,-2000,1490,255
164,732410,498,576,567,1474,1053,597,2927,2
165,732426,333,450,433,1851,1366,656,2937,2
166,732442,322,437,420,1960,1495,771,2969,0
167,732538,211,386,317,2376,1353,650,2994,0
168,732570,219,424,351,2462,1397,709,2976,0
169,732586,263,483,348,3037,1763,838,2971,0
170,732618,283,434,325,2769,1528,695,2960,0
171,732634,-2000,-2000,-2000,-2000,-2000,-2000,1490,255
172,732650,234,331,297,1873,1296,656,2941,0
173,732698,193,348,353,1794,1293,620,2916,0
174,732714,222,402,389,1869,1370,676,2949,0
175,732730,328,451,479,2173,1644,872,2966,0
176,732746,334,425,403,1980,1313,649,2959,0
177,732778,264,442,455,2055,1711,849,3007,0
178,732794,669,848,778,1703,1298,1002,2914,2
179,732890,272,492,431,2470,1504,762,2994,0
180,732922,270,508,428,2669,1680,799,2983,0
181,732930,248,455,420,2413,1513,698,2971,0
182,732938,275,448,337,2560,1451,619,2976,0
183,732946,16022,4997,4893,5744,4683,3877,2295,4
184,732970,140,111,61,643,246,116,2943,2
185,732986,227,453,340,2617,1437,674,2959,0
186,733002,166,420,320,2295,1335,585,2929,0
187,733018,230,351,359,2131,1320,587,2957,0
188,733034,171,336,283,2066,1283,671,2909,0
189,733050,428,374,380,1042,891,666,2855,0
190,733066,221,355,387,2037,1373,764,2928,0
191,733082,360,475,527,2418,1804,872,2935,0
192,733098,373,506,617,2211,1637,840,2925,2
193,733114,351,490,558,2060,1557,910,2943,0
194,733146,194,265,281,932,661,310,2939,2
195,733178,-2000,-2000,-2000,-2000,-2000,-2000,1490,255
196,733258,319,503,478,2298,1660,823,2991,0
197,733274,287,455,480,2158,1511,815,3009,0
198,733290,292,496,416,2303,1662,805,2990,0
199,733306,-2000,-2000,-2000,-2000,-2000,-2000,1490,255
200,733338,278,482,353,2648,1667,720,2965,0
201,733370,1335,1488,1371,3548,2061,1276,2682,4
202,733402,169,341,346,2021,1250,581,2943,0
203,733418,232,339,387,1980,1404,690,2926,0
204,733434,224,385,430,2003,1355,695,2935,0
205,733450,220,381,425,1914,1400,755,2935,0
206,733466,311,359,339,1540,831,380,2924,2
207,733514,351,520,512,2254,1788,885,2967,0
208,733530,16022,3583,3658,4435,3825,3381,2735,4
209,733546,314,499,495,2191,1720,963,3018,0
210,733578,2488,2569,2574,4018,3617,3027,2905,4
211,733594,2634,2744,2901,4358,4057,3780,2885,4
212,733626,327,490,449,2394,1719,889,3008,0
213,733642,318,494,503,2572,1692,862,2977,0
214,733658,275,460,405,2629,1694,783,2984,0
215,733674,-2000,-2000,-2000,-2000,-2000,-2000,1490,255
216,733690,247,481,399,2652,1565,748,2979,0
217,733706,221,429,310,2786,1602,644,2958,0
218,733722,203,396,327,2578,1450,704,2943,0
219,733738,227,356,346,2520,1429,575,2960,0
220,733754,252,345,316,2429,1646,786,2933,0
221,733770,174,160,145,986,603,206,2931,2
222,733786,206,317,368,2004,1467,668,2936,0
223,733794,239,379,427,2049,1431,713,2938,0
224,733802,176,299,386,1909,1334,655,2933,0
225,733818,2333,2232,2249,3166,1915,1490,2551,4
226,733826,259,498,487,2099,1487,724,2959,0
227,733834,941,1074,1099,2739,1987,1256,2763,4
228,733850,-2000,-2000,-2000,-2000,-2000,-2000,1490,255
229,733866,266,447,521,2027,1768,949,2995,0
230,733898,287,432,431,2068,1691,870,2985,0
231,733962,314,449,466,2159,1554,838,2997,0
232,733978,305,473,453,2370,1886,974,3016,0
233,733994,423,545,524,2665,1756,881,2994,0
234,734010,310,468,421,2715,1815,820,2986,0
235,734026,263,424,407,2444,1498,751,2992,0
236,734042,2110,2082,2083,3651,2054,1533,2272,4
237,734058,231,424,334,2519,1309,576,2969,2
238,734074,214,441,356,2808,1624,721,2961,0
239,734090,1919,1885,1949,3467,2129,1453,2612,4
240,734106,178,358,304,2359,1417,652,2922,0
241,734138,207,309,336,2008,1288,627,2908,0
242,734146,3551,3669,3533,4600,3286,2368,2147,4
243,734154,229,309,315,1928,1213,593,2929,0
244,734170,198,292,324,1944,1399,674,2935,0
245,734178,248,434,366,1993,1424,747,2919,0
246,734186,16022,4300,16022,5557,4408,3243,2707,4
247,734194,281,497,517,2005,1509,843,2927,0
248,734202,215,405,449,2021,1566,863,2961,0
249,734218,269,388,455,2068,1603,795,2950,0
250,734242,313,541,521,2094,1603,751,2960,0
251,734250,326,504,511,2178,1635,901,2996,0
252,734266,710,964,944,2950,2304,1361,2959,2
253,734314,284,419,447,2057,1537,758,2973,0
254,734330,262,420,369,1940,1465,794,2990,0
255,734346,322,549,521,2261,1769,1016,3000,0
256,734362,404,557,531,1754,1195,723,2890,0
257,734378,315,501,508,2201,1666,864,2977,0
258,734394,259,518,508,2312,1710,853,3000,2
259,734410,366,519,507,2797,1883,906,2993,0
260,734426,354,580,504,2602,1687,821,2945,0
261,734442,349,555,495,2945,1864,820,2969,0
262,734458,124,147,57,672,300,101,2931,2
263,734474,175,354,325,2360,1359,635,2935,0
264,734522,247,349,313,2140,1451,610,2919,0
265,734538,221,372,338,2218,1391,646,2947,0
266,734554,257,392,365,2194,1430,678,2936,0
267,734570,363,504,443,2374,1518,751,2955,0
268,734586,543,709,661,2651,1420,656,2953,2
269,734602,16022,3738,3749,4480,3281,2595,2612,4
270,734634,338,564,537,2677,1814,884,3024,2
271,734666,511,694,649,2503,1785,1048,2994,0
272,734682,371,588,569,2327,1661,840,3008,0
273,734698,291,506,497,2416,1662,813,2996,0
274,734714,313,538,525,2399,1699,855,3013,0
275,734730,308,504,461,2484,1568,788,2973,0
276,734746,253,487,558,2363,1947,956,3017,0
277,734762,316,506,446,2591,1669,782,3012,0
278,734778,218,438,361,2349,1325,624,2979,0
279,734794,243,423,360,2540,1503,729,3000,0
280,734810,211,429,321,2345,1279,580,2949,0
281,734842,229,394,355,2250,1465,696,2930,0
282,734858,209,359,370,2242,1344,629,2921,0
283,734874,255,345,352,2133,1368,628,2925,0
284,734906,273,415,401,2220,1473,687,2944,0
285,734922,254,352,308,2139,1226,613,2961,0
286,734938,257,423,418,2058,1251,601,2950,0
287,734954,469,598,600,2582,1699,815,3012,0
288,734970,282,464,459,2256,1636,828,2988,0
289,734986,2899,3088,3205,4094,3745,3226,2868,4
290,735002,16022,16022,16022,8135,16022,4057,2789,4
291,735010,2141,2527,2693,4064,3587,2850,2884,4
292,735026,244,526,455,2536,1648,840,2986,4
293,735042,217,467,421,2446,1529,778,2980,0
294,735050,719,860,822,2542,1565,851,2873,0
295,735058,263,621,575,2457,1463,832,2814,0
296,735066,306,547,514,2503,1852,877,2994,0
297,735074,239,487,447,2377,1509,788,2986,0
298,735082,717,833,801,2411,1459,881,2822,0
299,735090,259,572,491,2553,1687,958,3002,0
300,735098,329,545,497,2671,1747,860,2997,0
301,735106,159,427,363,2404,1536,740,2993,0
302,735114,645,905,808,3620,2174,1031,2973,2
303,735130,407,624,535,2543,1566,837,2898,0
304,735138,168,430,345,2507,1375,616,2965,0
305,735146,16022,4435,16022,5754,5060,4397,2901,4
306,735154,179,463,356,2602,1353,621,2942,0
307,735162,213,439,318,2473,1366,577,2968,0
308,735170,196,519,420,2845,1332,650,2919,0
309,735178,366,482,390,2469,1176,482,2947,2
310,735186,160,408,320,2510,1369,619,2949,0
311,735202,94,327,272,2319,1238,606,2934,0
312,735218,94,344,289,2392,1285,588,2941,0
313,735234,86,297,282,2227,1256,598,2922,0
314,735250,88,314,309,2273,1329,641,2922,0
315,735266,1056,1795,2094,3561,3010,2435,2731,4
316,735282,133,351,333,2124,1370,679,2933,0
317,735298,141,371,343,2200,1429,692,2960,0
318,735314,217,421,372,2226,1336,667,2959,0
319,735330,163,406,369,2165,1488,804,2990,0
320,735346,225,487,395,2744,1604,750,2968,0
321,735362,240,503,447,2602,1712,854,2978,0
322,735378,170,409,370,2242,1483,780,2990,0
323,735394,189,442,393,2289,1514,760,3007,0
324,735410,300,765,719,2642,1684,988,2953,0
325,735442,224,507,463,2265,1453,773,2996,0
326,735450,304,540,493,2482,1861,938,3009,0
327,735458,198,464,402,2204,1364,677,2981,0
328,735466,295,460,454,2344,1598,779,2994,0
329,735474,227,761,649,3165,2087,1144,2843,2
330,735490,205,449,417,2202,1404,742,2951,0
331,735506,110,376,329,2236,1551,772,3005,0
332,735522,172,435,345,2544,1520,698,2984,0
333,735538,110,366,307,2457,1374,655,2975,0
334,735554,64,334,260,2323,1264,582,2951,0
335,735570,165,431,363,2450,1178,562,2882,0
336,735586,70,289,241,2153,1183,550,2918,0
337,735602,69,274,251,2143,1186,547,2926,0
338,735618,249,596,574,2477,1476,821,2831,0
339,735634,96,304,265,2037,1224,599,2938,0
340,735650,356,811,812,2030,1463,969,2897,4
341,735666,179,378,348,2156,1323,634,2966,0
342,735682,4848,4758,4820,5312,4202,3366,2792,4
343,735698,125,340,328,1746,1155,615,2944,0
344,735714,188,410,373,2240,1393,688,2978,0
345,735730,211,447,428,2096,1414,730,2995,0
346,735746,8737,8177,8204,8160,4194,2604,2752,4
347,735762,254,537,495,2249,1543,851,2936,0
348,735778,251,554,512,2252,1531,827,3016,0
349,735794,194,434,385,2380,1408,672,2990,0
350,735810,211,471,415,2349,1463,724,2998,0
351,735826,3432,3525,3481,4165,2187,1891,2563,4
352,735842,199,451,392,2357,1377,695,2962,0
353,735858,1343,2499,2217,3591,1781,1568,2684,4
354,735874,187,442,376,2321,1468,728,2992,0
355,735890,181,506,385,2854,1366,639,2928,4
356,735906,166,426,329,2305,1253,593,2923,0
357,735922,175,424,323,2757,1362,613,2930,0
358,735938,113,324,273,2310,1230,567,2950,0
359,735954,78,290,234,2201,1069,511,2939,0
360,735970,97,300,242,2147,1050,438,2922,0
361,735986,139,353,307,2378,1245,603,2935,0
362,736002,4034,4150,4514,5618,4476,4148,2875,4
363,736010,828,840,873,2430,1764,1299,2899,4
364,736018,122,322,305,2122,1233,630,2948,0
365,736026,16022,16022,16022,6501,5161,4031,2777,4
366,736034,112,329,289,2055,1247,635,2943,0
367,736050,207,438,477,1378,985,727,2926,2
368,736066,94,332,239,1968,981,492,2938,2
369,736082,9279,8879,8990,8891,5440,3939,2672,4
370,736098,5778,5885,5907,6391,5216,4196,2898,4
371,736114,4946,5083,5168,6056,4903,4125,2782,4
372,736130,184,432,387,2220,1406,711,3012,0
373,736146,346,834,788,2475,1303,866,2719,4
374,736162,116,373,313,2239,1234,581,2985,0
375,736178,167,426,375,2211,1368,700,2974,0
376,736194,121,378,313,2277,1349,644,2988,0
377,736210,162,395,346,2343,1332,680,2996,0
378,736226,149,429,321,2543,1348,595,2971,0
379,736242,8244,7746,7576,7519,1693,1942,1950,4
380,736258,240,533,385,2836,1451,778,2893,0
381,736274,4366,3861,3965,5148,3012,2045,2794,4
382,736290,-163,623,406,2477,1241,966,2666,4
383,736306,59,264,217,2164,1100,520,2935,0
384,736322,-31,34,20,402,168,64,2926,0
385,736338,3457,3690,3648,4688,3243,2681,2527,4
386,736354,77,247,199,1767,957,426,2920,0
387,736370,155,348,301,2101,1215,585,2944,0
388,736386,184,375,325,2484,1297,650,2953,0
389,736402,58,166,125,1011,458,195,2936,0
390,736418,1116,1918,2154,3372,3488,3082,2894,4
391,736434,114,341,283,2193,1317,672,2984,0
392,736450,6006,6004,6027,6272,4358,3034,2790,4
393,736466,4636,4496,4456,5178,2174,2186,2186,4
394,736482,972,1697,1698,3419,2663,2201,2903,4
395,736498,201,442,346,2581,1405,671,2974,0
396,736514,174,412,349,2194,1233,607,2971,0
397,736530,211,462,411,2243,1379,712,3003,0
398,736546,3401,3745,3749,4839,3935,3460,2356,4
399,736562,99,495,440,2181,1132,647,2857,2
400,736578,116,336,264,2329,1168,519,2979,0
401,736594,-615,261,324,2911,1603,1146,2527,4
402,736610,144,384,288,2512,1305,566,2963,0
403,736626,764,1174,989,3590,1999,1317,2924,4
404,736642,6657,6567,6529,7104,5478,4486,2592,4
405,736658,742,1320,1233,3338,1691,1172,2661,4
406,736674,75,274,212,2213,1086,470,2920,0
407,736690,50,250,211,2240,1040,441,2919,0
408,736706,1847,1899,2231,4290,3177,2606,2826,4
409,736722,163,329,297,1324,824,588,2876,2
410,736738,52,255,214,2066,1112,512,2942,0
411,736754,55,254,220,2188,977,443,2922,0
412,736770,180,441,375,2305,1306,646,2934,0
413,736786,104,267,237,1677,883,394,2970,0
414,736802,195,446,368,2678,1481,732,2963,0
415,736818,8554,8064,8025,7683,1705,978,2614,4
416,736834,-1517,-326,-523,1160,832,610,2821,4
417,736850,138,402,330,2337,1363,662,2974,0
418,736866,1632,1955,2053,3737,2260,1875,2350,4
419,736882,178,441,370,2380,1277,600,2983,0
420,736898,70,406,301,2587,1322,577,2956,0
421,736914,209,489,420,2356,1301,633,2986,0
422,736930,132,377,308,2414,1220,548,2958,0
423,736946,207,600,547,2496,1354,772,2860,4
424,736962,82,325,266,2162,1241,581,2955,0
425,736978,110,337,275,2254,1215,564,2946,0
426,736994,155,362,284,2339,1256,533,2954,0
427,737010,136,396,357,2256,1208,642,2939,0
428,737026,94,233,182,1410,730,316,2932,0
429,737042,65,268,238,2066,1109,493,2934,0
430,737058,46,265,233,1968,1074,496,2926,0
431,737074,80,280,244,1962,1050,487,2910,0
432,737090,102,278,259,1926,1116,509,2916,0
433,737106,8,46,40,267,98,40,2917,0
434,737122,146,329,312,1914,1187,593,2944,0
435,737138,134,334,321,1951,1224,634,2968,0
436,737154,264,636,640,1896,1237,797,2793,0
437,737170,213,432,361,2421,1438,722,2959,0
438,737186,1261,1768,1898,3734,3046,2561,2940,4
439,737202,166,388,305,2248,1256,597,2979,0
440,737218,245,567,555,1888,1123,760,2778,0
441,737234,203,476,407,2269,1301,684,2845,0
442,737250,258,795,770,2050,1557,1239,2764,2
443,737266,93,335,284,2099,1250,614,3014,0
444,737282,116,344,296,2114,1216,609,2974,0
445,737298,144,384,315,2186,1197,571,2971,0
446,737314,132,355,308,2177,1304,637,2979,0
447,737330,4147,4447,4614,5994,5554,4591,2906,4
448,737346,977,1300,1351,3275,2174,1704,2942,4
449,737362,-497,-142,-166,776,339,162,2921,2
450,737378,116,316,244,2310,1038,476,2936,0
451,737394,61,265,215,2164,1075,482,2934,0
452,737410,3193,3779,3716,4571,3810,3079,2697,4
453,737426,55,243,211,2042,1028,432,2931,0
454,737442,3617,3773,4064,5225,4262,3503,2822,4
455,737458,152,318,272,2111,1155,545,2941,0
456,737474,85,290,231,2144,1106,515,2932,0
457,737490,171,373,320,2216,1362,641,2950,0
458,737506,97,312,288,1970,1265,622,2952,0
459,737522,239,434,383,2348,1454,699,2998,0
460,737538,238,429,389,2095,1346,680,2991,0
461,737554,1034,1328,1476,2960,1674,1422,2361,4
462,737570,226,524,471,2132,1335,744,2899,0
463,737586,164,385,314,2085,1243,625,2988,0
464,737602,200,408,366,2100,1301,680,2990,0
465,737618,127,351,286,2021,1182,580,2969,0
466,737634,161,385,326,2065,1355,670,2999,0
467,737650,187,533,449,2098,1030,577,2842,2
468,737666,178,412,349,2184,1281,616,2991,0
469,737682,3070,3150,3100,4325,2053,1967,1871,4
470,737698,5513,5388,5465,6134,4339,3472,2663,4
471,737714,147,355,264,2239,1191,496,2960,0
472,737746,98,297,250,1919,1149,546,2932,0
473,737762,256,602,572,2442,1405,808,2821,2
474,737778,121,290,255,2018,1191,561,2929,0
475,737794,44,242,198,1975,941,441,2906,0
476,737810,48,239,188,1878,999,437,2932,0
477,737826,58,228,198,1956,971,467,2949,0
478,737842,25,89,71,526,243,108,2921,0
479,737858,9373,8874,8705,8442,3163,1744,2670,4
480,737874,113,329,291,2042,1249,607,2949,0
481,737890,1652,2135,2142,3686,2959,2231,2813,4
482,737906,6755,6553,6610,7024,5421,4230,2836,4
483,737922,721,1267,1285,3061,2422,1880,2958,4
484,737938,6688,6413,6425,6627,4666,3496,2775,4
485,737954,198,510,437,2297,1417,712,2975,0
486,737970,218,355,288,1457,811,462,2942,2
487,737986,2929,3269,3260,4519,3606,2965,2857,4
488,738002,178,396,318,2221,1309,650,2996,0
489,738018,5451,5301,5207,5857,3361,2884,2198,4
490,738034,317,639,575,3043,1822,989,2954,4
491,738050,86,319,249,2187,1119,486,2976,0
492,738066,1688,2252,2218,3666,2631,2019,2546,4
493,738082,-180,123,14,1421,780,446,2941,2
494,738098,98,292,215,2229,1011,428,2945,0
495,738107,130,329,229,2187,1064,476,2932,0
496,738114,94,295,229,2161,1039,448,2929,0
497,738117,5557,5621,5694,6206,4612,3548,2798,4
498,738130,93,267,212,2179,954,436,2930,0
499,738138,256,508,460,2453,1354,849,2900,0
500,738146,47,234,184,2012,957,404,2925,0
501,738154,41,241,179,2068,965,431,2919,0
502,738162,40,229,191,2003,973,434,2917,0
503,738170,713,767,755,1748,1264,996,2883,4
504,738178,28,215,174,1981,918,414,2921,0
505,738186,8352,7891,7792,7837,3313,1929,2690,0
506,738194,82,225,135,1567,660,261,2908,0
507,738202,3210,3808,3799,4587,4130,3490,2846,4
508,738210,89,269,229,2063,964,457,2934,0
509,738218,103,299,237,2110,1064,490,2928,0
510,738226,61,261,193,1942,961,426,2934,0
511,738234,287,630,500,2983,1734,963,2924,2
512,738242,7381,6899,6827,6925,4007,2657,2795,4
513,738250,88,296,241,2088,1129,550,2962,0
514,738258,4604,4818,4930,6063,5902,5244,2888,4
515,738266,8839,8408,8479,8513,5500,3608,2721,4
516,738274,199,385,313,2143,1198,589,2970,0
517,738282,176,402,321,2260,1294,624,2961,0
518,738298,161,386,314,2224,1247,583,2972,0
519,738306,1172,2107,2102,3574,2982,2333,2906,4
520,738314,193,507,435,2337,1256,640,2935,0
521,738322,282,878,588,2775,1539,1193,2379,4
522,738338,121,358,285,2126,1117,536,2969,0
523,738346,3868,4040,3984,4970,3697,2851,2798,4
524,738354,135,378,299,2160,1246,597,2981,0
525,738362,135,358,287,2091,1177,579,2994,0
526,738370,154,391,307,2306,1237,562,2960,0
527,738378,165,380,297,2230,1207,570,2982,0
528,738386,156,362,276,2367,1192,558,2985,0
529,738394,165,443,287,2935,1350,579,2941,0
530,738402,108,337,240,2233,1107,453,2979,0
531,738410,-12,1037,1058,2666,2271,2061,2916,4
532,738418,2961,3000,2943,4307,2104,1731,2198,4
533,738426,146,345,244,2375,1124,493,2956,0
534,738434,139,340,243,2307,1128,458,2962,0
535,738442,1095,1490,1451,3036,2169,1645,2921,4
536,738450,144,363,240,2508,1113,478,2944,0
537,738458,179,528,477,1396,870,564,2889,2
538,738466,66,218,150,1737,691,285,2915,0
539,738474,151,471,408,2360,1355,726,2927,0
540,738482,44,229,170,2090,907,402,2936,0
541,738490,74,254,195,2071,965,425,2924,0
542,738498,49,244,184,2032,927,412,2904,0
543,738506,83,254,205,2017,960,409,2911,0
544,738514,67,253,199,2162,898,403,2920,0
545,738522,86,266,210,2059,941,398,2921,0
546,738530,101,270,196,1955,900,366,2921,0
547,738554,78,234,198,1897,905,408,2921,0
548,738562,-239,-32,-30,537,277,146,2903,0
549,738570,70,248,218,1890,966,428,2925,0
550,738578,77,275,222,1934,979,426,2929,0
551,738586,134,321,270,2037,1072,463,2937,0
552,738594,4717,4396,4452,5262,3770,2869,2818,4
553,738602,105,311,271,2003,1137,540,2956,0
