,dates,Blue,Green,Red,NIR,SWIR1,SWIR2,Thermal,qa
71,729618,805,1161,1163,2358,2391,1595,3146,0
72,729634,741,1056,1107,2189,2223,1546,3226,0
73,729666,1031,1293,1209,2820,2053,1331,2803,4
74,729746,464,667,684,2020,1892,1073,3100,0
75,729762,471,712,680,2003,1723,1088,3080,0
76,729794,544,809,794,1998,2018,1245,3084,0
77,729810,587,858,899,2065,2135,1358,3056,0
78,729842,598,776,731,1259,1087,701,3105,0
79,729858,679,1048,771,485,335,288,3010,1
80,729890,16022,4279,4363,5377,4941,3911,2866,4
81,729906,668,941,953,2362,2280,1517,3159,0
82,729922,536,836,806,2389,2107,1286,3138,0
83,729938,969,1199,1214,2286,1635,984,2838,4
84,729946,690,1013,1093,2117,2403,1745,3195,0
85,729954,771,1037,1034,2298,2249,1509,3160,0
86,729970,2142,2385,2368,3620,3368,2595,2995,4
87,730002,652,968,973,2033,2116,1432,3244,0
88,730018,779,1070,1060,2420,2466,1718,3183,0
89,730050,1040,1271,1326,2226,2252,1525,3189,0
90,730082,433,728,579,2616,1815,924,3062,0
91,730114,495,731,814,1662,1946,1269,3072,0
92,730122,508,707,765,1674,1817,1194,3098,0
93,730170,664,901,1013,1703,2016,1452,3137,0
94,730234,892,1143,1281,2039,2487,1874,3189,0
95,730242,841,1128,1248,2024,2522,1857,3254,0
96,730274,851,1166,1258,2180,2577,1866,3141,0
97,730306,2721,2891,2915,3611,2997,2174,2085,4
98,730322,876,1214,1355,2104,2341,1785,3221,0
99,730338,869,1167,1346,2100,2352,1823,3108,0
100,730346,781,1061,1232,1965,2482,1875,3262,0
101,730354,821,1121,1270,2061,2406,1779,3224,0
102,730378,724,964,1100,1949,2249,1701,3237,0
103,730386,766,1005,1098,1883,2128,1602,3213,0
104,730402,741,979,1025,1933,2038,1490,3140,0
105,730442,553,795,904,1670,1778,1289,3164,0
106,730506,2431,2537,2593,3296,3186,2629,2798,4
107,730514,556,754,787,1738,1801,1235,3083,0
108,730530,1030,1253,1293,1805,1844,1574,2914,4
109,730538,658,863,953,1938,2066,1398,3116,0
110,730602,781,1059,1171,1975,2408,1791,3243,0
111,730634,494,745,709,2250,1854,1092,3105,0
112,730650,600,899,910,2200,2122,1432,3185,0
113,730682,16022,16022,16022,16022,2604,2560,1500,4
114,730714,750,1048,1146,2143,2294,1675,3167,0
115,730730,1329,1570,1639,2731,2539,1767,2784,4
116,730746,752,994,1081,2047,2294,1624,3200,0
117,730762,578,774,843,1741,1848,1215,3139,0
118,730810,467,582,618,1134,1204,935,3013,0
119,730890,619,824,971,1593,1949,1435,3153,0
120,730922,729,914,1057,1734,2247,1685,3167,0
121,730970,657,919,993,1963,2204,1619,3217,0
122,731018,558,827,848,2257,2093,1398,3158,0
123,731050,651,868,902,2108,2102,1376,3170,0
124,731066,647,826,956,2096,2203,1534,3207,0
125,731130,383,616,655,1946,1908,1246,3194,0
126,731162,428,610,689,1779,1804,1168,3133,0
127,731210,488,695,783,1648,1795,1223,3097,0
128,731258,1927,2129,2282,2878,2995,2643,2867,4
129,731290,726,940,1073,1858,2317,1719,3163,0
130,731338,710,972,1047,1945,2243,1616,3154,0
131,731434,739,965,1059,2034,2239,1546,3192,0
132,731530,389,562,619,2083,1725,1081,3097,0
133,731546,364,542,519,1842,1582,946,3069,0
134,731610,362,544,484,2279,1675,938,3050,0
135,731626,119,150,169,982,664,289,3034,2
136,731674,-2000,-2000,-2000,-2000,-2000,-2000,1490,255
137,731706,1065,1185,1235,1930,1747,1290,2897,4
138,731738,1262,1424,1449,2940,1848,1307,2509,4
139,731754,930,1172,1089,3220,2269,1377,2925,0
140,731786,526,787,827,2289,1956,1229,3229,0
141,731802,2103,2373,2309,3653,3071,2514,2684,4
142,731818,509,750,739,2462,1923,1126,3164,0
143,731850,506,691,691,2222,1807,1100,3008,0
144,731866,445,652,652,2088,1811,1109,3180,0
145,731898,372,592,600,1758,1639,1069,3086,0
146,731914,-2000,-2000,-2000,-2000,-2000,-2000,1490,255
147,731930,448,610,639,1762,1574,940,3090,0
148,731962,456,623,669,1775,1714,1060,3064,0
149,731994,292,245,255,423,318,179,3046,2
150,732026,499,593,581,1141,909,548,3110,0
151,732042,2497,2786,2970,3727,4142,3487,2876,4
152,732090,16022,16022,16022,8731,5327,3419,1977,4
153,732138,606,809,693,3003,1882,1114,3058,0
154,732154,441,674,589,2640,1795,1002,3106,0
155,732170,380,628,597,2279,1790,1058,3178,0
156,732202,781,1066,976,2863,1947,1159,2841,4
157,732250,339,501,413,2309,1569,761,3137,0
158,732266,490,742,689,2670,1667,879,2936,0
159,732282,275,270,222,921,506,248,3067,0
160,732298,333,545,515,2091,1595,900,3083,0
161,732314,385,564,555,2000,1648,884,3075,0
162,732378,462,666,715,1887,1799,1056,3092,0
163,732394,-2000,-2000,-2000,-2000,-2000,-2000,1490,255
164,732410,764,861,873,1663,1540,1105,2998,0
165,732426,597,863,867,2482,2014,1215,3035,0
166,732442,371,589,567,2066,1586,865,3078,2
167,732538,392,578,517,2568,1739,912,3153,0
168,732570,393,682,540,3085,1687,739,3109,0
169,732586,363,556,495,2736,1717,828,3149,0
170,732618,356,544,449,2076,1659,900,3135,0
171,732634,377,631,583,2047,1772,935,3115,0
172,732650,363,519,472,1903,1562,827,3115,0
173,732698,400,591,597,1762,1668,994,3091,0
174,732714,441,591,645,1750,1730,1008,3122,0
175,732730,572,781,780,1891,1983,1236,3103,0
176,732746,527,743,769,1794,1883,1177,3107,0
177,732778,-2000,-2000,-2000,-2000,-2000,-2000,1490,255
178,732794,383,517,521,1320,1140,539,3191,0
179,732890,498,731,774,2219,1868,1069,3179,0
180,732922,920,1161,1080,2712,1828,1160,2768,4
181,732930,492,790,739,2353,1807,1009,3160,0
182,732938,427,618,604,2248,1817,1006,3139,0
183,732946,16022,6878,6746,7137,2321,1784,1500,4
184,732970,434,603,604,2060,1855,1087,3167,0
185,732986,-2000,-2000,-2000,-2000,-2000,-2000,1490,255
186,733002,228,439,324,2986,1487,608,3053,0
187,733018,227,405,284,2905,1449,581,3056,0
188,733034,228,414,266,3074,1491,543,3023,0
189,733050,252,442,311,2690,1456,627,3018,0
190,733066,310,475,478,2528,1611,697,3071,0
191,733082,1919,2076,2046,3406,2909,2436,2831,4
192,733098,383,661,637,2422,1869,1015,3086,0
193,733114,404,657,639,2195,1857,1077,3080,0
194,733146,424,652,653,2405,1866,1081,3097,0
195,733178,956,1124,1087,3496,2753,1531,3161,0
196,733258,536,762,737,2450,1938,1064,3177,0
197,733274,425,672,601,2607,1763,889,3118,0
198,733290,263,559,303,3743,1660,619,3073,0
199,733306,242,498,336,3251,1686,644,3074,0
200,733338,314,524,417,2612,1677,714,3102,0
201,733370,598,737,703,2140,1169,657,2784,0
202,733402,348,559,548,2240,1698,850,3048,0
203,733418,315,528,431,2415,1589,772,3069,0
204,733434,256,490,363,2511,1573,662,3035,0
205,733450,307,536,474,2367,1653,806,3063,0
206,733466,368,562,471,2400,1752,796,3064,0
207,733514,500,702,748,2049,1975,1221,3162,0
208,733530,16022,16022,16022,7012,16022,3930,2778,4
209,733546,16022,16022,16022,4924,4659,3818,2837,4
210,733578,16022,16022,16022,6527,5158,3672,2775,4
211,733594,16022,16022,16022,5640,4468,3754,1966,4
212,733626,468,668,577,2889,1867,882,3135,0
213,733642,427,613,624,2576,1787,936,3140,0
214,733658,390,591,573,2521,1791,955,3096,0
215,733674,386,582,564,2241,1791,969,3130,0
216,733690,415,621,625,2179,1814,993,3152,0
217,733706,408,622,592,2109,1770,1007,3090,0
218,733722,365,575,574,1932,1713,992,3101,0
219,733738,484,630,636,2125,1823,1045,3113,0
220,733754,694,806,859,2505,2305,1516,2995,0
221,733770,343,346,261,881,564,264,3050,0
222,733786,850,942,996,2418,2213,1627,2965,2
223,733794,368,671,571,1912,1733,928,3063,0
224,733802,475,631,655,2326,2040,1212,3034,0
225,733818,-2000,-2000,-2000,-2000,-2000,-2000,1490,255
226,733826,448,632,616,1689,1656,961,3085,2
227,733834,16022,4425,4596,5220,3348,2803,1500,4
228,733850,16022,16022,16022,6943,4109,2556,1824,4
229,733866,518,650,726,1702,1997,1389,3129,0
230,733898,593,719,868,1814,2278,1638,3181,0
231,733962,429,621,588,2592,1839,965,3161,0
232,733978,350,546,487,2519,1750,820,3093,0
233,733994,1537,1668,1691,3627,2924,2179,2963,4
234,734010,402,609,557,2483,1843,1001,3159,0
235,734026,381,576,574,2278,1877,1009,3171,0
236,734042,682,702,694,1767,1082,612,2929,0
237,734058,416,627,640,2048,1858,1084,3071,0
238,734074,427,590,610,1883,1855,1102,3114,0
239,734090,2232,2213,2208,3692,2504,1795,2231,4
240,734106,242,415,346,2878,1517,676,3052,0
241,734138,295,451,330,2709,1604,715,3011,0
242,734146,281,510,481,2054,1334,561,2935,2
243,734154,271,433,427,2409,1645,833,3058,0
244,734170,349,481,530,2193,1715,924,3073,0
245,734178,428,601,553,2101,1753,863,3047,0
246,734186,507,668,649,2299,1906,981,3039,0
247,734194,497,689,692,1997,1796,1028,3061,0
248,734202,434,547,598,1944,1835,1091,3051,0
249,734218,513,651,758,2014,1982,1239,3122,0
250,734242,582,834,917,1907,2063,1278,3180,0
251,734250,533,765,811,1975,1989,1309,3111,0
252,734266,1058,1232,1227,2304,2015,1620,2980,4
253,734314,358,577,529,2591,1835,938,3066,0
254,734330,351,557,492,2494,1753,899,3125,0
255,734346,340,543,436,2784,1701,849,3136,0
256,734362,385,638,504,3244,1745,772,3087,0
257,734378,375,636,501,2905,1769,847,3047,0
258,734394,289,552,426,2588,1646,784,3113,0
259,734410,1486,1600,1650,3430,2628,2062,2670,4
260,734426,352,519,456,2212,1721,964,3105,0
261,734442,264,491,367,2167,1374,602,3073,0
262,734458,297,468,395,2446,1629,716,3092,0
263,734474,303,526,394,2335,1613,741,3090,0
264,734522,423,567,497,2262,1704,873,3028,0
265,734538,16022,16022,16022,7573,5382,3489,2753,4
266,734554,407,578,603,1974,1731,1021,3100,0
267,734570,443,627,677,1913,1853,1100,3111,0
268,734586,540,729,792,1945,1960,1221,3130,0
269,734602,576,725,745,1864,1964,1248,3113,0
270,734634,-2000,-2000,-2000,-2000,-2000,-2000,1490,255
271,734666,424,658,578,2443,1813,975,3129,0
272,734682,518,784,775,2305,1852,1033,3095,0
273,734698,509,711,677,2249,1974,1156,3124,0
274,734714,561,783,803,2167,2008,1202,3163,0
275,734730,485,691,655,2064,1856,1114,3144,0
276,734746,341,581,487,2442,1732,914,3099,0
277,734762,925,1130,1013,3036,1870,996,2768,4
278,734778,295,529,399,2262,1644,817,3141,0
279,734794,324,528,481,2201,1711,852,3137,0
280,734810,295,529,418,2189,1596,735,3086,0
281,734842,251,459,293,2810,1538,603,3088,0
282,734858,266,439,313,2574,1524,650,3052,0
283,734874,282,472,365,2440,1620,775,3048,0
284,734906,354,526,527,2276,1643,819,3086,0
285,734922,373,529,495,2117,1660,916,3101,0
286,734938,456,656,622,2260,1870,1020,3092,0
287,734954,489,660,731,1960,1868,1114,3153,0
288,734970,3159,3190,3252,4028,3455,2571,2802,4
289,734986,553,769,870,1991,2032,1340,3157,0
290,735002,537,773,816,2001,2110,1306,3141,0
291,735010,3080,3324,3231,4378,2186,1895,2578,4
292,735026,418,727,638,2569,1922,1101,3124,0
293,735042,395,648,578,2516,1874,1038,3142,0
294,735050,16022,16022,16022,8861,4588,2747,2711,4
295,735058,350,610,529,2322,1715,918,3129,0
296,735066,488,682,649,2576,1897,1006,3117,0
297,735074,363,685,560,2716,1799,963,3151,0
298,735082,1196,1432,1341,3446,2513,1644,2926,0
299,735090,374,665,574,2639,1819,979,3167,0
300,735098,441,686,650,2442,1837,1071,3152,0
301,735106,391,657,591,2537,1856,1009,3168,0
302,735114,400,637,645,2264,1799,1001,3126,0
303,735130,461,707,707,2205,1879,1074,3146,0
304,735138,394,631,618,2296,1897,1066,3139,0
305,735146,425,651,597,2041,1769,1040,3209,0
306,735154,757,1156,1071,2635,2077,1702,2564,4
307,735162,399,625,640,1880,1739,1003,3145,0
308,735170,839,1301,1400,3206,1803,1479,1500,4
309,735178,371,583,566,1887,1700,967,3117,0
310,735186,357,576,533,1919,1667,997,3144,0
311,735202,368,567,550,1868,1679,986,3097,0
312,735218,373,575,569,1809,1686,981,3085,0
313,735234,392,551,572,1760,1687,1025,3091,0
314,735250,390,571,578,1738,1693,1069,3063,0
315,735266,396,591,596,1665,1711,1070,3123,0
316,735282,441,620,669,1697,1816,1223,3106,0
317,735298,462,625,690,1686,1832,1211,3089,0
318,735314,543,756,842,1842,2127,1406,3117,0
319,735330,536,770,826,1841,2114,1440,3168,0
320,735346,552,768,842,1877,2161,1449,3165,0
321,735362,541,720,810,1888,2070,1426,3162,0
322,735378,572,798,866,2025,2248,1513,3170,0
323,735394,547,809,848,2051,2121,1443,3152,0
324,735410,562,950,935,2355,2059,1337,3049,0
325,735442,488,842,791,2418,1937,1160,3137,0
326,735450,519,763,771,2118,2087,1335,3162,0
327,735458,1659,2058,2113,3236,2809,2074,2940,4
328,735466,551,826,829,2200,2025,1247,3140,0
329,735474,5624,5087,4973,4996,1238,652,2593,4
330,735490,444,660,677,2067,1898,1174,3185,0
331,735506,440,657,676,1992,1869,1179,3130,0
332,735522,402,655,642,2134,1920,1109,3098,0
333,735538,393,637,605,1887,1752,1060,3150,0
334,735554,385,625,578,2052,1694,976,3108,0
335,735570,304,550,440,2531,1677,790,3103,0
336,735586,321,520,448,2402,1662,837,3056,0
337,735602,325,522,456,2238,1637,887,3086,0
338,735618,510,896,797,2795,1985,1226,2841,0
339,735634,324,544,482,2188,1656,883,3071,0
340,735650,339,541,479,2112,1655,925,3083,0
341,735666,406,606,595,2129,1820,1096,3120,0
342,735682,415,657,641,2119,1868,1125,3153,0
343,735698,498,730,772,2206,2082,1333,3081,0
344,735714,526,806,867,2183,2143,1354,3144,0
345,735730,3286,3484,3612,4620,3580,2998,2753,4
346,735746,5524,5812,5770,6424,5669,4744,2757,4
347,735762,606,944,1034,2370,2361,1508,3142,0
348,735778,663,1022,1139,2263,2330,1535,3146,0
349,735794,594,902,1021,2274,2400,1545,3188,0
350,735810,602,908,1032,2225,2356,1538,3176,0
351,735826,779,1248,1398,2537,2363,1622,2948,4
352,735842,581,890,1006,2134,2230,1457,3168,0
353,735858,156,899,657,2737,2133,1425,2820,4
354,735874,426,686,659,2468,1971,1176,3126,0
355,735890,352,650,541,2374,1762,922,3171,0
356,735906,450,743,691,2609,2098,1176,3144,0
357,735922,409,682,639,2378,1964,1117,3107,0
358,735938,361,619,551,2200,1711,984,3088,0
359,735954,400,630,603,2263,1874,1052,3041,0
360,735970,360,522,516,1938,1626,946,3066,0
361,735986,437,676,679,2252,1995,1146,3080,0
362,736002,391,641,599,2108,1840,1073,3075,0
363,736010,16022,16022,16022,9012,5772,3721,2713,4
364,736018,96,404,374,1744,1114,745,2984,2
365,736026,360,522,543,2156,1712,973,3129,0
366,736034,433,581,548,2174,1775,1062,3093,0
367,736050,457,642,600,2177,1895,1135,3147,0
368,736066,412,648,591,2131,1872,1109,3184,0
369,736082,601,1027,1126,3170,2590,1832,2847,4
370,736098,473,736,668,2389,2192,1266,3165,0
371,736114,510,794,783,2195,2236,1385,3113,0
372,736130,561,814,872,2018,2204,1496,3149,0
373,736146,4022,3846,3826,4797,2004,1999,1500,4
374,736162,434,720,662,2361,1950,1164,3176,0
375,736178,350,629,527,2298,1652,896,3015,4
376,736194,468,661,633,2276,1873,1154,3175,0
377,736210,420,724,640,2505,1921,1100,3151,0
378,736226,446,724,673,2442,1999,1124,3158,0
379,736242,6174,5839,5682,5895,1411,1583,1500,4
380,736258,9670,9084,9017,9464,5521,3709,2449,4
381,736274,282,517,387,2457,1571,776,3066,0
382,736290,769,1226,1329,3245,1777,1471,1919,4
383,736306,369,527,460,2004,1609,907,3070,0
384,736322,342,529,509,2050,1666,945,3093,0
385,736338,748,1276,1164,3086,2199,1648,2753,4
386,736354,345,549,501,1942,1660,942,3117,0
387,736370,395,588,585,1967,1762,1044,3093,0
388,736386,422,585,541,1926,1745,1041,3130,0
389,736402,1252,1720,1744,2847,2273,1535,2911,4
390,736418,544,785,750,2207,2029,1277,3132,0
391,736434,470,672,646,2050,1905,1169,3147,0
392,736450,466,660,586,2175,1910,1139,3129,0
393,736466,4104,4043,3936,4835,1628,1602,1500,4
394,736482,359,699,632,2244,1936,1231,3111,0
395,736498,474,772,745,2397,2122,1288,3081,0
396,736514,492,746,751,2176,2046,1287,3154,0
397,736530,552,848,888,2189,2116,1414,3167,0
398,736546,1546,1888,2074,3622,2664,2297,2358,4
399,736562,707,1209,1255,2429,1939,1363,2691,4
400,736578,539,818,905,2097,2229,1425,3227,0
401,736594,4025,4185,4144,5049,3990,3056,2093,4
402,736610,-1285,427,516,2563,2674,1844,2972,4
403,736626,454,652,683,1804,1840,1194,3110,0
404,736642,7428,7039,6880,6901,3253,2445,1782,4
405,736658,650,1166,1029,2469,1635,1242,2699,4
406,736674,390,538,554,1603,1679,1089,3083,0
407,736690,434,577,582,1587,1690,1148,3096,0
408,736706,10742,9731,9703,9408,3513,3236,1947,4
409,736722,304,546,374,2273,1552,805,3083,0
410,736738,344,533,422,2301,1573,852,3076,0
411,736754,362,589,500,2506,1774,955,3086,0
412,736770,385,616,572,2233,1759,990,3092,0
413,736786,716,1105,1098,2238,2124,1834,2930,4
414,736802,381,596,548,2104,1773,1026,3072,0
415,736818,3209,3231,3265,4328,3140,2466,2643,4
416,736834,7592,7152,7002,6985,3412,2671,1500,4
417,736850,422,668,619,2396,1834,1107,3127,0
418,736866,692,1057,941,3082,2415,1561,3003,0
419,736882,457,734,720,2350,2007,1206,3152,0
420,736898,441,695,676,2248,1971,1125,3139,0
421,736914,538,896,911,2345,2070,1299,3120,0
422,736930,490,751,772,2107,2063,1295,3205,0
423,736946,467,713,716,2073,1996,1244,3040,0
424,736962,469,681,710,1984,2016,1249,3182,0
425,736978,348,570,516,1917,1668,961,3080,0
426,736994,365,608,555,2127,1757,987,3123,0
427,737010,365,567,534,1821,1734,982,3125,0
428,737026,347,555,508,1735,1649,940,3118,0
429,737042,316,503,475,1682,1569,901,3040,0
430,737058,360,518,516,1672,1680,1031,3094,0
431,737074,388,544,539,1605,1697,1051,3082,0
432,737090,384,541,534,1573,1684,1083,3045,0
433,737106,5404,5477,5644,6055,5216,4156,2864,4
434,737122,483,651,687,1613,1919,1283,3105,0
435,737138,552,715,785,1694,2060,1414,3160,0
436,737154,476,712,666,1967,1868,1253,3107,0
437,737170,427,849,666,2214,2006,1341,2898,4
438,737186,462,722,698,2224,1991,1221,3102,0
439,737202,330,569,493,1786,1368,864,3044,0
440,737218,460,719,702,2134,1982,1220,3120,0
441,737234,600,1032,1010,2403,1823,1258,2954,2
442,737250,3919,3913,3855,4571,1849,1731,1500,4
443,737266,524,778,816,2242,2260,1397,3189,0
444,737282,3584,3290,3448,5003,4068,3180,2899,4
445,737298,518,774,810,2052,2035,1333,3139,0
446,737314,530,855,872,2371,2364,1401,3070,0
447,737330,406,688,606,2065,1811,1080,3199,0
448,737346,302,527,401,2416,1604,808,3140,0
449,737362,270,476,396,1975,1333,703,3075,0
450,737378,342,504,421,2254,1612,833,3118,0
451,737394,310,519,432,2181,1573,803,3105,0
452,737410,151,275,207,1207,745,352,3072,0
453,737426,337,526,449,2151,1640,882,3079,0
454,737442,328,522,454,1969,1627,851,3070,0
455,737458,392,654,589,2136,1805,1008,3109,0
456,737474,416,587,590,1834,1781,1085,3105,0
457,737490,5431,5278,5232,5676,3613,2211,2769,4
458,737506,509,713,771,1854,1989,1348,3128,0
459,737522,542,845,909,1882,1873,1273,2934,4
460,737538,576,812,931,1982,2308,1586,3200,0
461,737554,814,1306,1395,2396,2307,1620,2844,4
462,737570,623,863,999,2018,2382,1646,3182,0
463,737586,606,818,957,2003,2396,1640,3250,0
464,737602,708,1084,1180,1997,1720,1306,2610,4
465,737618,661,921,1065,2034,2412,1683,3227,0
466,737634,648,912,1048,2024,2417,1712,3223,0
467,737650,151,721,804,2727,1632,1211,2514,4
468,737666,413,712,611,2627,1851,1036,3103,0
469,737682,244,587,400,1705,1114,684,2895,2
470,737698,422,845,740,2543,1957,1033,3077,0
471,737714,392,638,594,2155,1828,1063,3181,0
472,737746,391,556,493,1942,1671,986,3116,0
473,737762,362,575,513,1916,1755,994,3118,0
474,737778,380,569,543,1835,1732,1059,3102,0
475,737794,393,574,583,1702,1708,1066,3053,0
476,737810,432,603,625,1805,1820,1102,3062,0
477,737826,442,642,658,1792,1887,1145,3093,0
478,737842,463,648,709,1728,1926,1236,3108,0
479,737858,916,1696,1737,2952,2477,1636,2856,4
480,737874,526,730,806,1791,2151,1461,3158,0
481,737890,560,806,887,1988,2296,1518,3074,0
482,737906,616,890,987,2142,2605,1687,3206,0
483,737922,4228,4450,4568,5181,4808,3768,2837,4
484,737938,358,704,631,1294,1938,1293,2997,2
485,737954,592,878,919,1934,2327,1587,3167,0
486,737970,629,1719,1710,3397,3113,2271,2957,4
487,737986,667,848,894,2440,2102,1492,2857,4
488,738002,597,1008,955,2849,2770,1674,3115,0
489,738018,10584,10057,9924,9336,1982,2511,1500,4
490,738034,5559,5637,5574,6275,4818,3715,2517,4
491,738050,396,669,596,2609,1830,1022,3139,0
492,738066,464,1297,1163,3104,2043,1545,2244,4
493,738082,675,1132,1018,3287,2606,1714,2991,4
494,738098,405,744,690,2434,2130,1308,3051,0
495,738107,401,613,594,2007,1744,1049,3108,0
496,738114,388,610,594,1958,1738,1072,3120,0
497,738117,381,642,641,2199,1805,1070,3068,0
498,738130,67,115,83,329,270,146,3090,0
499,738138,401,591,617,1941,1767,1024,3093,0
500,738146,416,612,638,1993,1854,1113,3080,0
501,738154,403,587,612,1848,1750,1096,3093,0
502,738162,367,570,564,1779,1674,1040,3074,0
503,738170,406,619,634,1869,1806,1066,3100,0
504,738178,410,614,643,1813,1821,1123,3094,0
505,738186,8124,7611,7255,6800,2631,1352,2530,0
506,738194,1151,1536,1719,3317,2297,1718,2623,4
507,738202,459,635,658,1784,1841,1190,3121,0
508,738210,473,645,684,1825,1884,1261,3123,0
509,738218,441,661,655,1830,1873,1163,3091,0
510,738226,476,698,731,1923,1978,1275,3131,0
511,738234,2387,2632,2770,3889,3364,2848,2748,4
512,738242,3676,4519,4326,4816,4271,3333,2526,4
513,738250,559,765,825,1925,2180,1459,3150,0
514,738258,541,760,826,1958,2205,1476,3209,0
515,738266,1592,1756,1873,3235,2673,1893,2895,4
516,738274,574,799,862,1996,2206,1555,3180,0
517,738282,545,795,824,2023,2216,1487,3137,0
518,738298,572,811,850,1961,2211,1527,3182,0
519,738306,3204,3154,3174,3894,2426,1895,1993,4
520,738314,584,858,896,1943,2197,1512,3111,0
521,738322,1271,1675,1789,3134,2404,1885,2177,4
522,738338,627,888,983,1994,2343,1707,3213,0
523,738346,578,921,890,2271,2221,1507,3062,0
524,738354,445,745,679,2409,1982,1212,3165,0
525,738362,485,796,741,2422,2048,1246,3175,0
526,738370,612,1090,1042,2663,2081,1348,2966,4
527,738378,497,813,800,2371,2140,1284,3174,0
528,738386,471,751,715,2358,2041,1237,3174,0
529,738394,1846,2119,2187,3413,2018,1735,1500,4
530,738402,506,800,792,2318,2137,1338,3215,0
531,738410,511,768,782,2235,2099,1294,3252,0
532,738418,739,1483,1321,3367,2764,1953,2875,0
533,738426,476,700,662,2093,1966,1231,3160,0
534,738434,421,647,608,2060,1797,1127,3139,0
535,738442,475,753,719,2199,1928,1197,3114,0
536,738450,420,636,622,2027,1862,1113,3157,0
537,738458,3463,3570,3478,4192,2972,2278,2955,4
538,738466,391,574,524,1926,1665,986,3090,0
539,738474,392,586,544,1966,1696,1015,3133,0
540,738482,366,582,542,1964,1703,1005,3128,0
541,738490,388,592,542,1956,1725,1000,3087,0
542,738498,379,564,558,1882,1679,1029,3076,0
543,738506,366,583,550,1837,1660,1002,3056,0
544,738514,385,597,580,1811,1652,1012,3093,0
